id,text,sentiment
1983, @USER  okay! i think little oven again on wednesday!  7-9pm?,1
1984,some1 hacked my a  @USER  ount on aim  now i have to make a new one,0
1985,"heading to altrincham, again! out of hours install ",0
1986,going to mgm! im gonna ride the rockin rollercoaster all day ,1
1987,now im gonna wait till the jonas brothers update!!...but since they r in the bahamas...they may not update.  ,0
1988,wishes for good old cartoons to come back. ie: captain planet! where's wally! daria! (sadness  ),0
1989," @USER  watched that yesterday, loved it, i can't wait to get mine ",1
1990,playing with my new toys ,1
1991,the life is cool. but not for me. ,0
1992," @USER  based on just a survey of twitter discussion points, i'm inclined to agree. ",1
1993,"i'm up. quite... err, early. my colleague &amp; i are off for outfit hunting. need some new gowns. gonna leave my 2 big babies sleeping. ",1
1994,uh...i feel so lonely  i wish my bffwiamc (best friend forever who is also my cousin) has a twitter,0
1995,"so... tired... god i hate the new job, and only two days in ",0
1996,"okay, i'm good.  *counts to 10*",1
1997,holla to my bff  @USER  thanks to her now following my fav country artists  @USER  and  @USER  ,1
1998, @USER  sorry...i was rooting for them too... ,0
1999, @USER  lol  thanks!,1
2000, WEBSITE2018 ok this might be in top 5 funny family guy clips ,1
2001,"time to get dressed, i suppose...gah another workday ",0
2002, @USER   awww. is there anything i can do ,1
2003,"i have woke up ill, no night in glasgow for me  bed + tea, no vodka and dancing =/",0
2004,just signed in ,1
2005, @USER  hey there!  ,1
2006,gonna go gift hunting for hubby's bday  i hope that wallet looks as good as it does online in rl!,1
2007,i'm melting. *sighs* serendipity is such a sweet sweet movie. i love it. ,1
2008,is working on work... and side projects ,1
2009, @USER  me 2!! argh!!!! excited!!!! im glad u finally get to see james morrison!! ,1
2010,just  created this a  @USER  ount...looking around ,1
2011,"guten morgen. up and off to get ready to go to phantasialand, cologne. yay! but booooo, last park of holiday ",0
2012,21 days till chris comes home and 67 days till summer ,1
2013,i'm in pain ,0
2014, @USER  didn't realize yr in premed! congrats daphne! any plans to visit ohio? historic conservative meeting on campus   beautiful.,1
2015,the best way to su  @USER  eed is to make all the right mistakes ,1
2016,i got it! thank u nys. sorry i said you were broke ,1
2017, @USER  good night  sweet dreamz,1
2018,so a murder? gotcha.  cant believe it,0
2019,319 more followers til 1k  not happenin anytime soon,0
2020, @USER  good luck cuz i only made it once round the track ,0
2021,actually misses washington ,0
2022,"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",0
2023, @USER  good morning! you sound very chirpy ,1
2024,"good morning all. btw, did not get up at 6/6:30, but 7:00-ish is still not bad  beautiful cool, crisp air this morn. how's your weather?",1
2025,i got 3 hours of sleep last night. double shot latte and i'm good ,1
2026, @USER  i just friended you on lj ,1
2027, @USER  ummm... i think me and  @USER  have used it so far.  dunno.  i just made it up 15 mins ago.  thought it'd be fun.  ,1
2028," @USER  i imagine it would be, not exactly close ",1
2029, @USER  lol awesome (: is it wednesday for you? you have the same birthday as my friend mitch if so ;p have a great day ,1
2030,"once, i told him a story about ghosts being in my room.. for days, he talked about being very afraid. this kid knows how to heal himself. ",1
2031,"hungry! hungry hungry hungry. starvin' like marvin. only, he isn't starvin' anymore, i just fed him his nightly fish-food ",1
2032,hoping the tummy rumbles go away soon ,0
2033," @USER  well, can you link me to it anyway??? ",1
2034," @USER  planning to do that, too.  while in transit anyway ",1
2035,someone keep me up....im at work ,0
2036, @USER  anytime! ,1
2037,loving life... and loving you ,1
2038,the birthday cake is in the oven. fingers crossed it looks and tastes good. ,1
2039, @USER  which explains why i did so (cough) well at geography..!  ,1
2040,rainy day ,0
2041,"catching up on emails, rss and random bacn. then i'm cutting out early tonight (11:30pm) to have dinner with  @USER  ",1
2042," @USER  facebook is so mean.  it kept giving me sister fits when she tried to sign up. hm, maybe i can dm you the url?",0
2043, @USER  that bold rocking out there is it? ,1
2044,coming home from myrtle beach ,0
2045,i'm glad jelly beans are in season because i have been craving them ,1
2046,cant sleep  she wants to dream!!,0
2047,"twidroid installed, lets spam twitter with the g1 google mobile ",1
2048, @USER  glad to read it! ,1
2049, WEBSITE2018 - i miss this! ,0
2050,tweeting from my brand new sony psp... just because i can!!  ,1
2051,is alone downstairs...working ,0
2052," @USER  twitter ain't broke, trent, they got plenty of dough ",1
2053,"amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.",1
2054," @USER  that's a live version so it's not the same  it's more like the bond version, youtube maybe?",0
2055, @USER  i had to read it last semester.  by &quot;read&quot; i mean skim for keywords and read online outlines.   got an a too ,1
2056,"called my hunnybunny, and i miss her already!  night lova'!",1
2057,feeling better today. (: takin' some cough drops and some tea. no microwave but our water is super hot so i bet it will work!  be blessed.,1
2058,"i don't know why i still find this hilarious after hearing it like 200 times in a row, but i doooo  ?  WEBSITE2018 ",1
2059, @USER  drobo is overpriced! there are far better alternatives to be had for less money ,1
2060," @USER  glad you liked! that henry ford had a good idea every now and then, didn't he? ",1
2061, @USER  is that me?   tony price is on here too as is fab,1
2062," @USER  excuse me? 3 yrs ago you were all over subway's nuts  indian restaurant, cuz all these years i still haven't been to one.",1
2063," @USER  glad to hear that.  i would love to attend, and i plan to - but first i've gotta create books. that's the plan this year.",1
2064, @USER  twitter's been doing that to me tooo. ,0
2065,writing a lit essay on the night of the iguana! ,0
2066,looks like another beautiful day here today - i love it! sorry  @USER   @USER  ,0
2067,about to go to bed.. i'm tried and lonely since matthew went to sleep. ,0
2068,is strangely sad about lilo and samro breaking up. ,0
2069, @USER  i still haven't read the 9th&amp;10th princess diaries  saving francesca made me cry at the end. hmm those are easy books.,0
2070, @USER  can you send me one please   www.golfsigma.com  might be something to write about after the masters.,1
2071, @USER  thanks for your response. ihad already find this answer ,1
2072, @USER  lol freak session wit ya wifey eh? hah ,1
2073,"ordered some maternity clothes online, which came today. i got something strange i didn't order, not in my size. and stuff is missing. ",0
2074,i have to fill two hours ,0
2075, @USER  danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,0
2076,is getting ready to take munchlet to the vet. then doing absolutely nothing but relaxing!  next two days off.,1
2077,i miss my bcd friends ,0
2078,trying to reduce the number of cigarettes in each day! ,0
2079, @USER  kitteh is sleepin on my crotch which proves she likes me more ,1
2080," @USER  lol! you counted 15 times! yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though ",1
2081,fitnessdk with rebe  @USER  a! nu kï¿½ï¿½ï¿½ï¿½r vi!! ,1
2082,lil moo moo has  a bad cough.....  wide awake....,0
2083,i don't get statistics!  its all a bunch of mumbo jumbo for me.,0
2084,mad tired today... callin it in early tonight  nighty night twittas,0
2085, @USER   it is...thanks ,1
2086," @USER  i'm sure there are people who'd like to ban dogs &amp; cats, too ",1
2087, @USER  have you seen this link? me thinks you might like it   WEBSITE2018 ,1
2088,most awesome.. built a fileserver/nas/firefly server serving up my music to itunes. ,1
2089,i hate going to bed alone at night ,0
2090,god sho love him some me  feeling really really blessed tonight++++++,1
2091,i will follow you... wherever you may go... ,1
2092,saddle ranch comedy night. then back to the boy's house ,1
2093,is reading manga   WEBSITE2018 ,1
2094, @USER  rachel! hang outage is ne  @USER  essary - i was gonna be home this wekend but dumb folk make me work   so im free f and sat until 4...,0
2095,new video card is doa. ,0
2096, @USER   @USER  your not thinking of selling are you? ,0
2097,is waiting for the groginess to wear off from his late night darvocet last night ,0
2098, @USER  say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,0
2099,sent an email to one of my undergraduate professors - she replied back saying i made her day ,1
2100,doesn't want to change departments ,0
2101," @USER  ahh, it's okay, we still got ed davis.  it's hard for me to feel rancor right now, haha",1
2102,at lenny's for breakfast with a bright turquoise manicure and wayfarers ,1
2103, @USER  now you know i would only hold the door open for you if we were going somewhere together. ,1
2104,oh oh oh!!! gonna go buy twilight on dvd today  i have to extend my overdraft for the 2nd time in as many weeks so i may aswell!!,1
2105," @USER  that just totally made my night, lmao. they were like screaming at me and i couldn't focus on the 900 mph song ",0
2106,not able to check my dm's this morning via my mobile device.   @USER  mentioned he sent me a dm &amp; i missed it. i apologized. #prsany,0
2107,":busy busy night -- folding laundry, packing, writing a paper...be back in portland in 48 hours ",1
2108,was looking out holiday clothes  getting more and mor excited ! 5 days!,1
2109, @USER  you are absolutely right there!! then maybe people will see that we are 'normal' in our own individual ways ,1
2110,"i have chapped lips, boo ",0
2111,woke up ,1
2112,it's raining outside...  good day for packing!,0
2113, @USER  mad respect to you! ,1
2114,used the term &quot;fail whale&quot; to a client on a pitch last night. from their incomprehension corp twitter is being done much lower in the org ,0
2115, @USER  nooo brat. to the west coast hahaa quite making me sad ,0
2116,"hey everyone! i just wake, good morning ",1
2117,is still nursing my nile but glad he is feeling better. i hate when my baby is sick ,0
2118, @USER  hi!! i'm fine.. and you!?  it's veeery nice to meet you ^^ tell me more about you! ï¿½=d,1
2119, @USER  is myki really horrible? ,0
2120,my stress always culminates with physical pain.  ,0
2121,"working in receiving today, as my bosses take advantage of my skills ",1
2122,chick corea was tonight...and i missed it  ...now she sobs,0
2123, @USER  do you have an example of the animation? i mean a youtube video or something? i'm curious to see it work. snowing there too? ,1
2124,i a  @USER  essed oneindia.mobi from a google phone (android). it doesn't support indic languages ,0
2125, @USER   i love chutney......,0
2126, @USER  heyyyyyyyyyyy you ,1
2127,"sorry, was getting ready.  going to leave at 8am today.",0
2128," @USER  congratulations to you, jools and the girls  x",1
2129,mmmm.. page france.. if you don't know them.. you should   lyrical brilliance,1
2130,sad day: manu out for the season ,0
2131,is really happy ,1
2132, @USER  here is your text ,1
2133,has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,0
2134,the angel is going to miss the athlete this weekend ,0
2135,"had an interesting, really random day... i'm glad my friends have found it hilarious... keeps me goinig. ",1
2136, @USER  if im following u. . .its mandatory u follow me ,1
2137,seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,0
2138,hey mariedees! welcome to our twitter feed!    g'mornin' to ya!,1
2139,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! ,1
2140," @USER  aww.. i missed it, i had to go tuck the kids in bed! ",0
2141,my throat is still really sore. i was meant to be going on a 5 day camp from friday but not so sure now ,0
2142, @USER  no votes yet ,0
2143, @USER  no  i dont even know how to ride it,0
2144, @USER  the gym is an awesome place! work it out ,1
2145," @USER  hey jon we all love ya and understand,that's all it counts  ",1
2146,"wow, the kids in the neighboring building/complex are being 5 thousand decibels of obnoxious ",0
2147,... 31 days until i leave for ontario!! ,1
2148,up bright and early...with a cold ,0
2149, @USER  saw the tvc yesterday.. worked for me ,1
2150,"why kutner? i mean i knew something was going to happen to someone but it was so sad. i &lt;3 house and it was well done, but i'm still sad ",0
2151,"really heavy rain, at the top of 18flr building  splendid.",1
2152, @USER  do u know ur joe is on here now?  ,1
2153,"hey hey hey, just joined twitter. sounds like a nice thing ",1
2154, @USER  no chance of that coming back when it'd be 20 mins faster than the javelins though ,0
2155,back at work  @ john muir dr  WEBSITE2018 ,0
2156,yeah guys i will totally bring dublin to the party. he would love the company. ,1
2157, @USER  do you hate us?? please don't ,0
2158,almost bedtime ,0
2159,after a weekend that'll never forget...its back to grindin ,1
2160, @USER  don't cry ,1
2161,off to snuggle into bed  yay,1
2162,the new hot 89-9 is hoping you didn't put your summer tires on yet... more snow to come.  ,1
2163, @USER  tip - bet ï¿½25 on a champions league match and get ï¿½25 cashback if your bet loses   WEBSITE2018 ,1
2164,there's always something good happening in our lives. we just have to open our eyes and take time to realize... ,1
2165," @USER  sounds good,  i wish i could have done it but i'm determined to find them in the park. they better be in there!",1
2166, @USER  i'm so jealous.  i missed all of opening day this year ,0
2167,logging out. i need to study.... ,0
2168, @USER  i want to go to promote gear and groove but unfornately no ride there  i may b going to the one in anaheim in may though,0
2169,at home with a headache  @ brush creek dr &amp; jupiter rd  WEBSITE2018 ,0
2170, @USER  your telling me.. just finished doing 200 crunches!  step it up diddy ! lets go!,1
2171,noches twitterricolsss ,1
2172, @USER  ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol,0
2173,is at beso in hollywood... so tired ,0
2174,katie we are so... srry! forgive us! ,0
2175,argh ive eaton so so much today ,0
2176, @USER  you may have to email this one to me  i hope you feel better.,0
2177," @USER  cuz ur 3pm is my 9am and id be either asleep or airport- bound...  ima sneak sum'n special in 4u, tho ;-)",1
2178," @USER  i wonder who directed, there's definitely an ipod commercial in their future. ",1
2179,ugh....92 degrees tomorrow ,0
2180, @USER   @USER  a man... intervention is soo sad ,0
2181," @USER  my donkey is sensitive about such comments. nevertheless, he'd (and me'd) be glad to see your mug asap. charger is still awol. ",0
2182, @USER  lol yeah at least if you're watching that stuff... don't tell anybody ,1
2183,i joined shoedazzle society by  @USER  i am excited! can't wait for my shoe selection!  link:  WEBSITE2018 ,1
2184,is now using windows and tweetdeck... temporarily... ,1
2185," @USER  aww, that sux!! get some rest and drink plenty of water. feel better ",0
2186,"had a nice time last night. wish we would have hung out longer  overall a great day capped off by a great night. friends, drinks, fun!",0
2187,jus got off da fone wit kransky - shower time den reading time den sleep time ,1
2188,"ready for nice weather, day drinking &amp; not to ever be a student again ",1
2189,good morning everyone ,1
2190,its a sunny day today yay =] but still cold ,0
2191,"has now gotten somebody to read his tweets, but cant get them to make an a  @USER  ount. ",0
2192,opps.. as i said.. i still got one day remain and now problem come ,0
2193,"laughter is indeed the best medicine! whatever ur situation today,find a reason 2 smile wholeheartedly!  god is good,faithful&amp;loves u &lt;3",1
2194, @USER  lol..no prob! we cant rant about it tomorrow. ,1
2195," @USER  pretty much, good start to the day! ",1
2196, @USER  your soaps are awesome! i still have one of the rose soaps. ,1
2197, @USER  there ya go silly boy. nice job ,1
2198, @USER  you're a dead set legend! please make the broadbands super fast i will love you forever. ,1
2199, @USER  yayyy! lol. i just requested herrr. what did she say? ,1
2200," @USER  i figured as much...you, like  @USER  , sleep like a rock. ",1
2201, @USER  i dont think i can cause its my cousins birthday party ,0
2202,monsters vs aliens in 3d was fantastic ... ginormica is my new favourite superhero ,1
2203, @USER  i bought myself a new fox flux the other day. my giro xen was a similar age ,1
2204,moving day ,0
2205, @USER  the weather in canada is freezing ,0
2206,yey! have finished coursework... thank god for that.. took me 3 hours ,0
2207," @USER  hehe, thanks   was going for the incendiary headline this time ",1
2208,"if i can make it to bed without running into a wall or tripping over my own feet, that is. heh. ",1
2209,3 hours till uterus eviction ,1
2210,i have a cold and a sprained thumb  ouch,0
2211, WEBSITE2018 - thank you ,1
2212,i'm going to love this season of the hills... i can tell!  spartans sucked.    goodnight!!,0
2213, @USER  i heard about that contest! congrats girl!! ,1
2214," @USER  aw, that suuuucks  sorry dear!",0
2215,tomorrow i fly again for the third time this year! i'm starting to get nervous again! ,0
2216,uh oh... i think i am getting sick ,0
2217,heyy loves!! just finished my record in the studio!! going to kick it with lauren c.!!  byee!! &lt;3,1
2218, @USER  you should never regret. things happen for a reason. figuring out what that reason was is the hard part. use your friends. ,1
2219,at a civil procedure review lecture ,0
2220,picking up my mom and going tanning ,1
2221, @USER  ur awesome ,1
2222,i am seeing life through a new light........ and i like it!!!!!!!!!! ,1
2223," @USER  on paper, &quot;almonds &amp; green tea&quot; seems like a healthy breakfast...until you understand just how obscene the amount of almonds is ",1
2224,attempting to leave &amp; cross the int'l dateline the day before my birthday so i skip it completely this year. i stay at this age again!! ,1
2225,sorry for the next tweet... ,0
2226,whinging. my client&amp;boss don't understand english well. rewrote some text unreadable. it's written by v. good writer&amp;reviewed correctly. ,0
2227, @USER  yeah! interview... don't know even when it is... ,0
2228,got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol ,1
2229, @USER  awesome! we're really glad you like it  you get two more for free!  @USER  no problem!,1
2230,why do people keep following me and then randomly stop?  it makes me sad!,0
2231, @USER   that's sad.,0
2232,omg..its jst teusday ,0
2233," @USER  it it counts, idk why i did either. you never talk to me anymore ",0
2234, @USER  your picture is very sweet ,1
2235,was super lucky to get a seat on the train. we pay �40 for this 25 min journey. ,0
2236, @USER  is that his &quot;serious&quot; face? ,1
2237,ok... maybe i'll sleep for an hour or two. then i must rise to work on my thesis ,0
2238,on leave today.. taking care of the baby. he is going to be 8 months old ,1
2239,"my heart is broken every morning dropping foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",0
2240, @USER  holler boooooo! haha i founnndddd you ,1
2241, @USER  i may come tmw night!!! ,1
2242,i think i broke my finger ,0
2243,welcoming two soooper dudes  @USER  and  @USER  to twitter ,1
2244,is so bored of school work :/ why is there so much to know ,0
2245,about to file taxes ,0
2246, @USER  oh my yes!! i miss ,0
2247,it's possible i'll have a haircut tonight... we'll see. not feeling awesome. ,0
2248, @USER   morning  what's up?,1
2249,"just leavin work, my feet hurt ",0
2250,gross i have a pimple ,0
2251,"is very excited, skyhd is coming today ",1
2252,"decided to rejoin aerobics cos i know i won't exercise if i don't. after paying for it, i only have rm3 left in my bag ",0
2253,morning everyone! what a beautiful day...yay! ,1
2254,i am not wanting to go to school tomorrow. ,0
2255, @USER  love the &quot;cello cave!&quot; i saw you at convergence 13 and am glad to find you have a twitter. keep on being awesome. ,1
2256, @USER  there is no way on earth that you can answer everyone  will you ask donnie if he got the gift from my 9 yr old lastnight?,1
2257,"soon, i'm going to bed ",1
2258, @USER  haha you're a bit paranoid aren't you??  i like it. i don't want to get blocked!,1
2259," @USER  you know, i really think you could ",1
2260,pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. msu ,0
2261,and somehow i still end up in this place ,0
2262," @USER  guess where i live. the other side of the earth  east mesa, losiento",1
2263,had a nice session with my team. #mobile seo. i was waiting for this session long before. now had it. hope i will implement it soon ,1
2264,we failed that song ,0
2265,chiefdelphi is down ,0
2266,"late night mcd's run and back for more homework. ahhh, the life ",1
2267,will eat lunch   WEBSITE2018 ,1
2268,now a blu ray owner ,1
2269, @USER  thanks stefan  i feel so special!,1
2270,bad day at the betfair office ,0
2271, @USER  that's a lot of angst for a tuesday afternoon ,0
2272, @USER  im praying baby girl  ill be there soon,1
2273, @USER  thanks a lot. learned a lot of new words but didn't find what i was looking for. ,0
2274, @USER  tons no hay troll? ahhhh ,0
2275,all ready to go to the premier and just realized how under dressed i am ,0
2276,karaokï¿½ @ figa on mondays feels like a gossip girl episode! lots of fun. xoxo ,1
2277, WEBSITE2018 - time to bust out the green wing ,1
2278,is sad cause its time to get up ,0
2279,my shoulders are so hairy. why?! ,0
2280,it cracks me up that the toll workers know me well enough to comment on my haircut ,1
2281,goin abroaaaaad tomrow.. dubaiiii can't wait... so long twitters... i only have room for prodigy  sorry peeps!,1
2282,"is in study hall now, and i will log off immediately.   WEBSITE2018 ",0
2283,i don't like the previously on skins thing that starts at season two. i like it when it went straight into the intro like before ,0
2284,is it possible to die from coughing? it sucks being ill ,0
2285, @USER  mine is 1/10  how do you get it up?,0
2286, @USER  nice  yeah so wish i could afford those things,1
2287, @USER  ha stay away from the fancy cakes! i think a mojito solves the sweet &amp; wine tooth issue ,1
2288," @USER  i want to read p. d. james's the children of men, though - interesting premise. yay for futuristics! ",1
2289," @USER  twitter must have had a meltdown last night, huh?! all good now. ",1
2290,love all the lovely people at work! ,1
2291," @USER  so true, i have it and don't use it ",0
2292," WEBSITE2018 - i was trying to look like taylor swift, lol... ",1
2293,"today was a less interesting day on twitter.  @USER  ,  @USER  , and  @USER  were all kind of quiet today ",0
2294, @USER  lol tru dat! thanks bro! ,1
2295, @USER  it's a feat of usb engineering! makes every day a party.  ,1
2296,just got done watching the new house episode.definitely one of the saddest episodes ever. ,0
2297,the orange tv #iphone app is really disappointing. low quality video streams and obviously nothing interesting on the tv ,1
2298," @USER  aw, thanks...let's hope so! i am more worried about geoff's teeth! hope you are having a good day, h or hb. ",1
2299,"l want, but i can't sleep ",0
2300,happy to spend time with the family. ,1
2301,gosh.it would be nice if ppl could be super chill about everything.why get worked up over nothing?unnecessary.life is too short for that. ,1
2302," @USER  ...not yet unfortunately, another few weeks i've been told  how are you? i've been a little bit busy with my latest project.",0
2303,good morning #jobangels a very happy tuesday to you all. welcome new members! we appreciate you joining in our cause to help &amp; be helped ,1
2304,i hate when i have to call and wake people up ,0
2305,our pet kangaroo hasnt been back to our house for several days...and we found a dead one on the side of the road yesterday ,0
2306,i have mouth ulcer  so painful to talk and eat! ,0
2307,scratch that: du in heif (two in a half) cookies. my tum just can't take anymore shoog. poots ,0
2308,oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha  xx,1
2309,standing in the richardson office changing a backup tape... i'm such a work-a-holic! ,1
2310,new post!   WEBSITE2018 ,0
2311, @USER  thanks for the #meowmonday ,1
2312,can't sleep  dam naps lol... and its hot,0
2313, @USER  haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs ,1
2314," @USER  har har, i dont need a break. everyday is a break for me, atleast right now  and i dont think youre in the new episode s;",1
2315, @USER  upload di indowebster dong banggggg ,1
2316,prays for his new job career.    praise god i got a new job.  ,1
2317,im soooo cold right now ,0
2318,we're going to post some stories manually due to twitterfeed problem. that's why we've been so quiet lately .... ,0
2319,hates waiting for mails ,0
2320,throat is closing up and i had some string cheese. not a good idea ,0
2321,lol at dion putting eyedrops in his eyes ,1
2322,zurich does not have smelly bags anymore ,0
2323,off to work i don't think its gonna be a good night ,0
2324,is feeling much better after plodding along at work...er wtf? ,1
2325,and p.s. i'm getting paid to boss my sister around ,1
2326,"new jersey, here i come ",1
2327, @USER  ooh sounds painful but have a good one ,1
2328,vacations makes me feel sick! ,0
2329, @USER   what happened?,0
2330, @USER  hehehe too bad they were separated ,0
2331," @USER  i have to go outside to smoke, so i do that all the time. i live next door to a bar so the sounds aren't always soothing lol ",1
2332,got an inspiration -&gt; dyeing my hair! ,1
2333,really tired. going to prepare for bed. g'night! ,1
2334, @USER  let me know what you think- i have a long list of other great designers ,1
2335,awkk!!! ive only got two followers....      not good!!,0
2336, @USER   @USER  ummmmm i cant find it. ,0
2337," @USER  hope your days better than mine, it's 2:30pm and i'm bored and falling asleep. i'll put your music on, that'll cheer/wake me up ",1
2338, @USER  ((hugs)) ,0
2339," @USER  so funny because i watched 'only the strong' today, what are the chances? i miss capoeira   zoom zoom!",0
2340,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and rip my wall  ,0
2341,im in the mood for some chocolate. i want..... miniature reeses cups. now ,0
2342,i'm quite tempted in getting one of the eeepc's on woot.com for $150 but i really need the slightly larger version for my hands ,0
2343,look closely at the sign   ?,1
2344," @USER  yeah if i'm at a laptop/desktop i can do tabs, but most of my tweeting is on the run with an iphone so it is easier this way ",1
2345, @USER  you're cute ,1
2346,noodlebox with amanda tonight ,1
2347, @USER  of course! have a good one! ,1
2348,is glad the angels won their first game of the season. ,1
2349,i hate the fact that i'm genuinely excited about my last tweet ,0
2350, @USER  not fun &amp; furious? the new mantra for the bay 2 breakers? it was getting 2 rambunctious;the city overreacted &amp; clamped down ,0
2351, @USER  god wrote that i just typed it ,1
2352, @USER  me...i'm up.  ,0
2353,it's already 10p.m and i still can't sleep. ,0
2354, @USER  just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in australia ,0
2355,ac/dc rocked last night. back to reality today.  70000 people without homes and &gt;150 dead in italy ,0
2356,wishing i was going to play golf today. yard work instead. yay ,0
2357,done with all preparation... starting revision now..  i have my signals ans systems exam today .. wish me luck people.... ,1
2358,2nd day bracknell and i'm bored already. ,1
2359, @USER  it's just like school except there's even more homework and everyone's a lot nicer (normally) ,1
2360, @USER  big news andrew: i'm moving up to sf at the end of the month! so making the most of my last month in la. ,1
2361,omg revisions revisions revisions! i feel like i wasted an amazingly beautiful day today doing pointless work ,0
2362,slept with a women last night  her name was noir and her french inspired music put me at ease,1
2363,really doesn't have anything interesting to say at the moment ,1
2364, @USER  thanks for singing to me  last night... ur a rock star in my book!!! ,1
2365,losing time ,1
2366,db attach option - deletedatabase does not delete the database  #sharepoint #spbpuk,1
2367,woke up cold  but smiling today is going to be a grand day!,0
2368,#livemercial basketball bracket champion. ,1
2369,i think the girls had fun  changing my outlook on guys...from now on i will treat you like you have feelings and not like dogs....haha lol,1
2370, @USER  and such a beautiful (if typically mac'y) web site too ,1
2371, @USER   mba is good for learning tools/techniques..but one shouldn't start taking the jargons seriously!,1
2372, @USER   sounds good ,1
2373,school on monday ,0
2374, @USER  but no. adam &amp; eve would not harm any animal for filming or sacrificing for easter. ,1
2375,good morning. ,1
2376," @USER  don't worry about it, we are just happy to have you on here! ",1
2377,boom boom pow-oops ,1
2378,rendering 1080p particle animations to put up on istock for sale... render farm maxed out need more servers...  ,0
2379,when to the shoe repair shop and the guy could not find my shoes!  so i have to go back and see if he can find them in a couple days. ,0
2380,north carolina baby!! aint nothin stopping them but the nba draft ,0
2381, @USER  i couldn't walk last night like wth ,0
2382, @USER  sorry to hear about your dnf run tonight. always a risk to get bad coords on an ftf!! ,0
2383,...starting today ,1
2384," @USER  oh, we have &quot;antiques roadshow.&quot; it is strangely addictive. it's kind of funny when people find out their junk is worthless ",1
2385, @USER   WEBSITE2018 - and you are cooler than her she just wants the babiiesss o_o hahahaha ,1
2386," @USER  well...good morning, i think...lol  nothing like playing muscial chairs with where you sleep!",1
2387,"back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!",1
2388, @USER  - hehehe. that was my halloween costume  we only have friday off. flying to hk,1
2389, @USER  i would love to come help unpack   let me know where i need to be sat afternoon!,1
2390,omg ricky wilson  is amazing! so much presence! ,1
2391,"my navel piercing tore a bit when i was forcing my dog into the bed of my truck.  my fault, i know.    it looks to be healing.  yay!",0
2392," @USER  yo, i live in jacksonville lets do lunch ",1
2393,still playing guitar even though my fingers hurt ,1
2394,four more days till i get to see the girlfriend ,1
2395, @USER  _if you really had something like the exchange w/  @USER   in mind beforehand than i admit being utterly and positively surprised ,1
2396, @USER  could not agree more!the unison&amp; committment was incredible.considering the pressure they r under made it all the more amazing ,1
2397, @USER  will they be doing their 5 for 5 still? ,1
2398,exhausted! but glad i got to see unc become national champs!  ,1
2399,can't wait to hang out with david and ricky...but im sad that david's leaving ,0
2400,he's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,0
2401, @USER   @USER  click mouse! hahaha... i dont work with mice. ,1
2402,company blocked twitter today  oh well i still have it on mobile ,1
2403," @USER  - my pleasure! let me know if you end up subbing, and what ",1
2404, @USER  dead @ yu gettin on wen im leavin ,0
2405,whee! got a new background image. ,1
2406, @USER  no  and $7.20 for 2 handrolls is a bit steep!,0
2407,new xservers! woo hoo!! go apple! ,1
2408, @USER  you're such a sweet daughter-in-law! i hope it goes well today!  ,1
2409,"no much traffic at the vacation time, but the few cars are driving more than crazy. most germans are very agressive drivers.i miss canada ",1
2410,essay time.... ,0
2411, @USER   that photo is vegas ,1
2412, @USER  i do have one ,1
2413, @USER  twitter hates us both then.  ,0
2414, @USER  lord bella ur bf is mean!!!!  ,0
2415, @USER  only a quarter of a percent babe  darn,0
2416, @USER  just need a cadbury egg ,1
2417,damm back to school tomorrow ,0
2418, @USER  great to know the issue is solved. hope you get many productive and fun hours with your x200 from now on ,1
2419,kutnerrrr!  why??? why??????  and to think that 13 is still on the show?? ugh. kutner/kal penn - you've been the bright star in ho ...,0
2420,where did my last tweet go?? it was from tweetie. ,0
2421, @USER  *waves crazily* i see you and this makes me happy!! ,1
2422,nevada is really long and the gas pumps are down   but on a good note i just won $5 in a slot machine!!  i love to gamble!!!,0
2423,if you are at #paragon please vote my work!  lol,1
2424, @USER  ugh i am so jealous of you. i miss those boys. tell them i say hi. ,1
2425,ooo im beginning to really like twitter ,1
2426, @USER  i heard them making announcements trying to find them. the mother looked so worried. ,0
2427, @USER  yep finally  now i'll go to nisantasi babeee ;),1
2428,i can already tell today is gonna be a bad day. ,0
